@arya s nair may be athile karthikayude charctr bisexual ayirikkum;Non_hope_speech;
വാങ്ങിയത് എന്ത് കുന്തം ആയാലും കളയാൻ പറ്റില്ലല്ലോ ഇനി വാങ്ങാതിരിക്കാൻ ശ്രദ്ധിക്കുക Jai India;Non_hope_speech;
മാറുമറയ്ക്കാൻ നടത്തിയ സമരം ഒരു previlege issue  ആയിരുന്നു...അത് ഈ വിഷയവുമായി കമ്പയർ ചെയ്യാൻ പറ്റില്ല.താങ്കൾ പറഞ്ഞത് തെറ്റാണ്.സാധാരണ വേഷം അണിഞ്ഞാൽ പോലും നോക്കി കൊല്ലുന്ന നാട്ടുകാർ ഉള്ളയിടത്തു ഫെമിനിസത്തിന് വസ്ത്രത്തെക്കുറിച്ചു  സംസാരിക്കേണ്ടി തന്നെ വരും...;Hope_speech;
ഇഷാനെ കൂടുതല് കെട്ടിപിടിക്കേണ്ട ഞങ്ങൾക്കറിയാം ഇഷാന്  സൂര്യയോട് ഇച്ചിരി കൊഞ്ചൽ കൂടുതലാണെന്ന്;Non_hope_speech;
ഇന്ത്യ ഇസ്‌ലാമിക രാജ്യമല്ല.. ഇന്ത്യൻ ഭരണഘടന മാത്രമേ ഇന്ത്യൻ പൗരന്മാർ നോക്കേണ്ടതുളൂ.  ഇന്ത്യൻ നിയമ പ്രകാരം പ്രായപൂർത്തിയായ രണ്ടുപേർക്ക് പരസ്പരം സമ്മതത്തോടെ ഒന്നിച്ചു കഴിയാൻ ഒരു തടസവും ഇല്ല.;Hope_speech;
Xenderin pakaram okke entha ubayokhikkuka;Non_hope_speech;
ചൈനയുടെ കാര്യം അവര് നോക്കട്ടെ.. nഇന്ത്യയിൽ പെട്രോളിന് ദിവസവും വിലക്കുട്ടി കൊണ്ടിരിക്കുകയാണ് അതിനെതിരെ പ്രതികരിക്കാൻ നോക്....;Non_hope_speech;
@Akhil Dev സോറി ഇപ്പഴാ മനസിലായത്;Non_hope_speech;
നിങ്ങൾക് നല്ലത് വരും.....;Hope_speech;
ഇതിന്റയൊക്കെ റേറ്റിംഗ് കൊറക്കാൻ vellaa വഴിയുണ്ടോ nTick tock ne കിട്ടിയതുപോലെ;Non_hope_speech;
Avare manasil rand pearkum purushanodaanu atracshan allaade avrod chodikarud ningalil aaraanu wifennu avare ullu manasilaakoo avar thiranjeduthad better;Hope_speech;
കട്ട വെയ്റ്റിംഗ് ഫോർ 1മില്യൺ 🥰;Non_hope_speech;
ഒത്തുകളിക്ക് അഭിനന്ദനങ്ങൾ ആരെങ്കിലും പറയുമോ ?;Non_hope_speech;
@S അവൻ താമസിച്ചപ്പോൾ;Non_hope_speech;
Kevin enthinaaaa padichenVattan;Non_hope_speech;
ഹോമോ സാപിയൻ HOMOSAPIENS bst;Non_hope_speech;
Kevin കൂടുതൽ പഠിക്കാൻ ഉണ്ട്‌ 🤣🤣🤣;Non_hope_speech;
Suryamma enne onnu help cheyyan pattumo aake budhimuttila kazhiyumenkil ende numberil onnu vilikko 9645309364;Non_hope_speech;
ഒരുപാട് വിലപ്പെട്ട ഇൻഫർമേഷൻ !!! ഡോക്ടറുടെ എല്ലാ വിഡിയോസും  ഞങ്ങൾക്ക് എല്ലാവർക്കും വളരെയേറെ  ഉപകാരപ്രദമാണ്...  നന്ദിയുണ്ട്...  ഇനിയും ഇത് പോലെയുള്ള വീഡിയോസ് പ്രതീക്ഷിക്കുന്നു...n ഈശ്വരൻ അനുഗ്രഹിക്കട്ടെ;Hope_speech;
ലോകാവസാനം അടയാളം ഇതിനെ ഒക്കെ കാണുമ്പോൾ അതാ ഓർമ വരുന്നേ. Shame;Non_hope_speech;
24 പ്രതേകം  ശ്രെദ്ധിക്കണം  കെവിനേ  പോലുള്ളവരെ  ചർച്ചക്ക്  വിളിക്കും പോൾ  കെവിൻ  പറയുന്നത്  എന്താണ്  എന്ന്  അദ്ദേഹത്തിന്  പോലും  അറിയില്ല... കണ്ടിരിക്കുന്നവർക്കും  കെവിൻ  പറയുന്ന  ഒരു  പിണ്ണാക്കും  മനസിലാക്കുന്നില്ല....;Non_hope_speech;
